ISO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,FATALITIES
840,USA4524,4524,24-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Maryland,Baltimore City,,Baltimore,39.29,-76.612,1,Fox45 (Baltimore),Subnational,0
840,USA4525,4525,24-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Illinois,Williamson,,Marion,37.731,-88.933,1,Southern Illinoisan,Subnational,0
840,USA4526,4526,24-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Ohio,Mahoning,,Youngstown,41.1,-80.65,1,WKBN,Subnational,0
840,USA4527,4527,24-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Teachers (United States); Latinx Group (United States),6,,,0,60,North America,United States,New Jersey,Middlesex,,New Brunswick,40.486,-74.452,1,My Central Jersey,Subnational,0
840,USA4528,4528,24-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New York,Essex,,Keene,44.256,-73.792,1,Post-Star,Subnational,0
840,USA4529,4529,24-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Women (United States),6,,,0,60,North America,United States,New York,Queens,,New York-Queens,40.731,-73.796,1,Queens Chronicle,Subnational,0
840,USA4508,4508,25-May-2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-),,1,Civilians (United States),African American Group (United States),7,17,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983,-93.267,1,New York Times,National,1
840,USA4530,4530,25-May-2020,2020,1,Protests,Protest with intervention,Protesters (United States),GOP: Republican Party; Government of the United States (2017-),6,Police Forces of the United States (2017-),,1,16,North America,United States,Illinois,Cook,,Chicago,41.85,-87.65,1,Chicago Sun-Times; Count Love,Other-Subnational,0
840,USA4532,4532,25-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,North Carolina,Mecklenburg,,Charlotte,35.227,-80.843,1,WCNC Charlotte,Subnational,0
840,USA4533,4533,25-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Kentucky,Franklin,,Frankfort,38.201,-84.874,1,Lex18,Subnational,0
840,USA4534,4534,25-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,North Carolina,Onslow,,Holly Ridge,34.495,-77.555,1,WNCT,Subnational,0
840,USA4535,4535,25-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Pennsylvania,Crawford,,Meadville,41.641,-80.151,1,JET24,Subnational,0
840,USA4536,4536,25-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New Jersey,Ocean,,Point Pleasant Beach,40.091,-74.048,1,Bergen Record,Subnational,0
840,USA4537,4537,25-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),African American Group (United States); Latinx Group (United States); Labour Group (United States),6,,,0,60,North America,United States,Massachusetts,Suffolk,,Boston,42.359,-71.064,1,Boston.com,Subnational,0
840,USA4538,4538,25-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New Hampshire,Rockingham,,Hampton,42.938,-70.839,1,Manchester Ink Link,Subnational,0
840,USA4539,4539,26-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States); White Nationalists (United States),5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983,-93.267,1,Committee to Protect Journalists; Fox9; US Press Freedom Tracker; Twitter; Minnesota Public Radio,Other-New media,0
840,USA4540,4540,26-May-2020,2020,1,Strategic developments,Change to group/activity,Government of the United States (2017-),,1,,,0,10,North America,United States,Florida,Leon,,Tallahassee,30.438,-84.28,3,Reporters Committee for Freedom of the Press,Other,0
840,USA4541,4541,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ann Arbor,42.28,-83.746,1,MLive; Count Love,Other-Subnational,0
840,USA4542,4542,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Indiana,Lake,,Hammond,41.583,-87.5,1,Count Love; Times of Northwest Indiana,Other-Subnational,0
840,USA4543,4543,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ypsilanti,42.243,-83.618,1,Count Love; MLive,Other-Subnational,0
840,USA4544,4544,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Students (United States),6,,,0,60,North America,United States,California,Orange,,Costa Mesa,33.641,-117.919,1,Crowd Counting Consortium; Los Angeles Times,Other-Subnational,0
840,USA4546,4546,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Texas,Harris,,Houston,29.76,-95.364,1,Houston Chronicle; Crowd Counting Consortium,Other-Subnational,0
840,USA4547,4547,26-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,California,Los Angeles,,Los Angeles,34.043,-118.25,1,Los Angeles Times; Crowd Counting Consortium,Other-Subnational,0
840,USA4548,4548,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Pennsylvania,Philadelphia,,Philadelphia,39.952,-75.164,1,Fox29; Metro International; Crowd Counting Consortium,Other-Subnational,0
840,USA4549,4549,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Virginia,Richmond,,Richmond,37.539,-77.434,1,Crowd Counting Consortium; WHSV-TV3,Other-Subnational,0
840,USA4550,4550,26-May-2020,2020,1,Protests,Protest with intervention,Protesters (United States),,6,Police Forces of the United States (2017-),,1,16,North America,United States,Indiana,Saint Joseph,,South Bend,41.676,-86.25,1,WNDU Channel 16; Crowd Counting Consortium,Other-Subnational,0
840,USA4551,4551,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Ramsey,,Saint Paul,44.951,-93.095,1,Crowd Counting Consortium; CBS News,Other-National,0
840,USA4552,4552,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Minnesota,Saint Louis,,Virginia,47.521,-92.537,1,Duluth News Tribune; Crowd Counting Consortium,Other-Subnational,0
840,USA4553,4553,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Students (United States),6,,,0,60,North America,United States,California,Tulare,,Visalia,36.33,-119.292,1,Crowd Counting Consortium; Fresno Bee,Other-Subnational,0
840,USA4554,4554,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Catholic Christian Group (United States),6,,,0,60,North America,United States,Illinois,Cook,,Chicago,41.85,-87.65,1,Crowd Counting Consortium; CBS2 (Chicago),Other-National,0
840,USA10368,10368,26-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Maryland,Howard,,Ellicott City,39.268,-76.799,1,Baltimore Sun; Crowd Counting Consortium,Other-Subnational,0
840,USA4555,4555,27-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States); Aryan Cowboys,5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983,-93.267,1,Committee to Protect Journalists; US Press Freedom Tracker; Fox9; Washington Post; Forbes,Other-Subnational,1
840,USA4556,4556,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Oregon,Multnomah,,Portland,45.523,-122.676,1,Oregonian,Subnational,0
840,USA4558,4558,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Washington,,Oakdale,44.963,-92.965,1,Washington Post; Count Love,Other-National,0
840,USA4559,4559,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ypsilanti,42.243,-83.618,1,MLive; Count Love,Other-Subnational,0
840,USA4560,4560,27-May-2020,2020,2,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,North Carolina,Mecklenburg,,Charlotte,35.227,-80.843,1,Crowd Counting Consortium; Independent Tribune,Other-Subnational,0
840,USA4561,4561,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Florida,Collier,,Marco Island,25.933,-81.711,1,Naples Daily News; Crowd Counting Consortium,Other-Subnational,0
840,USA4562,4562,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Students (United States),6,,,0,60,North America,United States,South Carolina,Aiken,,Aiken,33.56,-81.72,1,Aiken Standard; Crowd Counting Consortium,Other-Subnational,0
840,USA4563,4563,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Saint Louis,,Duluth,46.787,-92.098,1,Crowd Counting Consortium; Duluth News Tribune,Other-Subnational,0
840,USA4564,4564,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Maryland,Cecil,,Elkton,39.607,-75.833,1,Crowd Counting Consortium; WBAL-TV 11,Other-Subnational,0
840,USA4565,4565,27-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,California,Los Angeles,,Los Angeles,34.043,-118.25,1,Los Angeles Times; Daily Breeze; Crowd Counting Consortium; New York Times,Other-Subnational,0
840,USA4566,4566,27-May-2020,2020,1,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter; Pro-Police Group (United States),6,Police Forces of the United States (2017-),,1,16,North America,United States,Tennessee,Shelby,,Memphis,35.15,-90.049,1,Local 24 (Memphis); Commercial Appeal; Crowd Counting Consortium; New York Times,Other-Subnational,0
840,USA4567,4567,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New York,New York,,New York-Manhattan,40.783,-73.966,1,Crowd Counting Consortium; AM New York; Twitter,Other-New media,0
840,USA4569,4569,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Women (United States),6,,,0,60,North America,United States,North Carolina,Wake,,Raleigh,35.781,-78.639,1,Crowd Counting Consortium; News & Observer,Other-Subnational,0
840,USA4570,4570,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,San Diego,,Santee,32.838,-116.972,1,Crowd Counting Consortium; San Diego Union-Tribune,Other-Subnational,0
840,USA4571,4571,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,Sacramento,,Sacramento,38.58,-121.496,1,Fox40 (Sacramento); Crowd Counting Consortium,Other-Subnational,0
840,USA4572,4572,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Pennsylvania,Centre,,State College,40.793,-77.86,1,Centre Daily Times; Crowd Counting Consortium,Other-Subnational,0
840,USA4573,4573,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Washington,Chelan,,Wenatchee,47.423,-120.31,1,Crowd Counting Consortium; Wenatchee World,Other-Subnational,0
840,USA4574,4574,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Health Workers (United States),6,,,0,60,North America,United States,Missouri,Jackson,,Kansas City,39.101,-94.579,1,KMBC9,Subnational,0
840,USA4575,4575,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Oklahoma,Tulsa,,Tulsa,36.154,-95.993,1,KOTV6,Subnational,0
840,USA4576,4576,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Prisoners (United States),6,,,0,60,North America,United States,New York,Westchester,,Ossining,41.163,-73.861,1,News12 (Westchester),Subnational,0
840,USA4577,4577,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Colorado,Denver,,Denver,39.739,-104.991,1,Colorado Sun; Crowd Counting Consortium,Other-Subnational,0
840,USA10367,10367,27-May-2020,2020,1,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Police Forces of the United States (2017-),,1,16,North America,United States,Minnesota,Washington,,Oakdale,44.971,-92.965,1,Crowd Counting Consortium; Dickinson Press,Other-National,0
840,USA10370,10370,27-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ann Arbor,42.28,-83.746,1,Count Love; MLive,Other-Subnational,0
840,USA4578,4578,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Journalists (United States); Civilians (United States),5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983,-93.267,1,10TV; Star Tribune (Minneapolis); Fox9,Subnational-National,1
840,USA4579,4579,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Massachusetts,Middlesex,,Framingham,42.279,-71.416,1,Framingham Source,Subnational,0
840,USA4581,4581,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Colorado,Larimer,,Fort Collins,40.585,-105.085,1,Coloradoan,Subnational,0
840,USA4582,4582,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States),5,Police Forces of the United States (2017-),,1,15,North America,United States,Colorado,Denver,,Denver,39.739,-104.991,1,US Press Freedom Tracker; Denver Post; Committee to Protect Journalists,Other-Subnational,0
840,USA4583,4583,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,New Mexico,Bernalillo,,Albuquerque,35.084,-106.651,1,New York Times; KRQE,Subnational-National,0
840,USA4584,4584,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,Ohio,Franklin,,Columbus,39.961,-82.999,1,ABC6 (Columbus); AP,Subnational-International,0
840,USA4585,4585,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Ramsey,,Saint Paul,44.951,-93.095,1,New York Times; St. Paul Pioneer Press; Channel 5 (Twin Cities); Crowd Counting Consortium,Other-Subnational,0
840,USA4586,4586,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ypsilanti,42.243,-83.618,1,New York Times,National,0
840,USA4587,4587,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Oregon,Multnomah,,Portland,45.523,-122.676,1,Crowd Counting Consortium; Fox12 Oregon; Oregonian,Other-Subnational,0
840,USA4588,4588,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Iowa,Linn,,Cedar Rapids,41.974,-91.677,1,KCRG-TV9,Subnational,0
840,USA4589,4589,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),APSP: African People's Socialist Party; BLM: Black Lives Matter; African American Group (United States),6,,,0,60,North America,United States,Alabama,Madison,,Huntsville,34.729,-86.585,1,WZDX,Subnational,0
840,USA4590,4590,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Oregon,Lane,,Springfield,44.054,-122.981,1,Eugene Weekly,Subnational,0
840,USA4591,4591,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ypsilanti,42.243,-83.618,1,Count Love; MLive,Other-Subnational,0
840,USA4592,4592,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),Civilians (United States),1,15,North America,United States,California,San Bernardino,,Fontana,34.08,-117.442,1,ABC7 (Los Angeles); Los Angeles Times; Crowd Counting Consortium,Other-Subnational,0
840,USA4593,4593,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Anoka,,Fridley,45.087,-93.262,1,St. Paul Pioneer Press; Crowd Counting Consortium,Other-Subnational,0
840,USA4594,4594,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,,,0,50,North America,United States,Minnesota,Ramsey,,Maplewood,44.953,-92.994,1,Crowd Counting Consortium; St. Paul Pioneer Press,Other-Subnational,0
840,USA4595,4595,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,,,0,50,North America,United States,Minnesota,Ramsey,,Roseville,45.006,-93.157,1,Crowd Counting Consortium; St. Paul Pioneer Press,Other-Subnational,0
840,USA4596,4596,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,Los Angeles,,Santa Monica,34.019,-118.496,1,ABC7 (Los Angeles); Santa Maria Times; Crowd Counting Consortium,Other-Subnational,0
840,USA4597,4597,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,,,0,50,North America,United States,Minnesota,Hennepin,,St. Anthony,45.031,-93.212,1,St. Paul Pioneer Press; Crowd Counting Consortium,Other-Subnational,0
840,USA4598,4598,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,,,0,50,North America,United States,Missouri,Saint Louis City,,St. Louis,38.627,-90.191,1,St. Louis Post-Dispatch; Crowd Counting Consortium,Other-Subnational,0
840,USA4599,4599,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Washington,Snohomish,,Stanwood,48.241,-122.371,1,Crowd Counting Consortium; Daily Herald (Everett),Other-Subnational,0
840,USA4600,4600,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,,,0,50,North America,United States,Minnesota,Dakota,,West Saint Paul,44.918,-93.065,1,St. Paul Pioneer Press; Crowd Counting Consortium,Other-Subnational,0
840,USA4601,4601,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Tennessee,Shelby,,Memphis,35.15,-90.049,1,Crowd Counting Consortium; Daily Memphian,Other-Subnational,0
840,USA4603,4603,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Dakota,,Apple Valley,44.732,-93.218,1,St. Paul Pioneer Press; Crowd Counting Consortium,Other-Subnational,0
840,USA4604,4604,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Maine,Kennebec,,Augusta,44.311,-69.779,1,Crowd Counting Consortium; Bangor Daily News,Other-Subnational,0
840,USA4605,4605,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; NAACP: National Association for the Advancement of Colored People; African American Group (United States),6,,,0,60,North America,United States,Texas,Jefferson,,Beaumont,30.086,-94.102,1,Beaumont Enterprise; Crowd Counting Consortium,Other-Subnational,0
840,USA4606,4606,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Alabama,Jefferson,,Birmingham,33.521,-86.802,1,Birmingham News; Crowd Counting Consortium,Other-Subnational,0
840,USA4607,4607,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Anoka,,Blaine,45.161,-93.235,1,Hometown Source; Crowd Counting Consortium,Other-Subnational,0
840,USA4608,4608,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Massachusetts,Suffolk,,Boston,42.359,-71.064,1,Crowd Counting Consortium; MLive,Other-National,0
840,USA4609,4609,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Health Workers (United States),6,,,0,60,North America,United States,Florida,Manatee,,Bradenton,27.499,-82.575,1,Crowd Counting Consortium; Bradenton Herald,Other-Subnational,0
840,USA4610,4610,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Crow Wing,,Brainerd,46.358,-94.201,1,Brainerd Dispatch; Crowd Counting Consortium,Other-Subnational,0
840,USA4611,4611,28-May-2020,2020,1,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Police Forces of the United States (2017-),,1,16,North America,United States,Illinois,Cook,,Chicago,41.85,-87.65,1,Chicago Tribune; Crowd Counting Consortium,Other-Subnational,0
840,USA4612,4612,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,South Carolina,Richland,,Columbia,34,-81.033,1,State (Columbia); Crowd Counting Consortium,Other-Subnational,0
840,USA4613,4613,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Saint Louis,,Duluth,46.787,-92.098,1,Star Tribune (Minneapolis); Crowd Counting Consortium,Other-Subnational,0
840,USA4614,4614,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Texas,El Paso,,El Paso,31.762,-106.485,1,Crowd Counting Consortium; El Paso Times,Other-National,0
840,USA4615,4615,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Oregon,Lane,,Eugene,44.052,-123.087,1,Crowd Counting Consortium; KEZI9; Eugene Weekly,Other-Subnational,0
840,USA4616,4616,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Oregon,Washington,,Forest Grove,45.52,-123.111,1,Crowd Counting Consortium; Gales Creek Journal,Other-Subnational,0
840,USA4617,4617,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Pennsylvania,Adams,,Gettysburg,39.831,-77.231,1,Crowd Counting Consortium; ABC27 (Harrisburg),Other-Subnational,0
840,USA4618,4618,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,California,Alameda,,Hayward,37.669,-122.082,1,KPIX5; Crowd Counting Consortium,Other-Subnational,0
840,USA4619,4619,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Ingham,,Lansing,42.734,-84.555,1,Crowd Counting Consortium; Detroit News,Other-Subnational,0
840,USA4620,4620,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Nevada,Clark,,Las Vegas,36.175,-115.137,1,Crowd Counting Consortium; Channel 13 (Las Vegas),Other-Subnational,0
840,USA4621,4621,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Nevada,Clark,,Las Vegas,36.175,-115.137,1,Crowd Counting Consortium; Las Vegas Review-Journal,Other-Subnational,0
840,USA4622,4622,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,Los Angeles,,Los Angeles,34.043,-118.25,1,Crowd Counting Consortium; Santa Monica Daily Press,Other-Subnational,0
840,USA4623,4623,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),Civilians (United States),1,15,North America,United States,Kentucky,Jefferson,,Louisville,38.254,-85.759,1,Crowd Counting Consortium; Lex18; WDRB; Courier-Journal (Louisville),Other-Subnational,0
840,USA4624,4624,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New York,Richmond,,New York-Staten Island,40.606,-74.135,1,Crowd Counting Consortium; New York Daily News,Other-Subnational,0
840,USA4626,4626,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,Alameda,,Oakland,37.804,-122.271,1,San Francisco Chronicle; SFist; Crowd Counting Consortium,Other-Subnational,0
840,USA4627,4627,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Police Forces of the United States (2017-),6,,,0,60,North America,United States,Nebraska,Douglas,,Omaha,41.257,-95.934,1,Omaha World-Herald; Crowd Counting Consortium,Other-Subnational,0
840,USA4628,4628,28-May-2020,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States),5,Police Forces of the United States (2017-),,1,15,North America,United States,Arizona,Maricopa,,Phoenix,33.449,-112.074,1,Crowd Counting Consortium; New York Times; Arizona Central,Other-Subnational,0
840,USA4629,4629,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Pittsfield,42.197,-83.702,1,Crowd Counting Consortium; MLive,Other-Subnational,0
840,USA4630,4630,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Pennsylvania,Delaware,,Prospect Park,39.886,-75.307,1,Delaware County Daily Times; Crowd Counting Consortium,Other-Subnational,0
840,USA4631,4631,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,Santa Clara,,San Jose,37.334,-121.891,1,NBC Bay Area; Crowd Counting Consortium,Other-Subnational,0
840,USA4632,4632,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,California,Los Angeles,,Santa Monica,34.019,-118.496,1,Santa Monica Daily Press; Crowd Counting Consortium,Other-Subnational,0
840,USA4633,4633,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),Health Workers (United States),6,,,0,60,North America,United States,Florida,Sarasota,,Sarasota,27.336,-82.531,1,Crowd Counting Consortium; Herald-Tribune,Other-Subnational,0
840,USA4634,4634,28-May-2020,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Hennepin,,Saint Louis Park,44.948,-93.348,1,Crowd Counting Consortium; Sun Sailor,Other-Subnational,0
