Date|AQSID|Sitename|Parameter name|Reporting units|Value|Averaging period|Data Source
01/01/20|000091801|Fort Chipewyan|OZONE-8HR|PPB|25|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000091801|Fort Chipewyan|PM2.5-24hr|UG/M3|5.1|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000091901|Caroline|OZONE-1HR|PPB|35|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000091901|Caroline|OZONE-8HR|PPB|30|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000091901|Caroline|PM2.5-24hr|UG/M3|1.7|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000092901|Edson|OZONE-1HR|PPB|22|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000092901|Edson|OZONE-8HR|PPB|34|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094202|Wagner2|SO2-24HR|PPB|0|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094301|Cold Lake South|OZONE-1HR|PPB|21|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094301|Cold Lake South|OZONE-8HR|PPB|26|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094301|Cold Lake South|PM2.5-24hr|UG/M3|5.4|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094401|St. Lina|OZONE-1HR|PPB|35|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094401|St. Lina|OZONE-8HR|PPB|31|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094401|St. Lina|PM2.5-24hr|UG/M3|4|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000094401|St. Lina|SO2-24HR|PPB|0|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
01/01/20|000100110|Kensington Park|OZONE-1HR|PPB|37|1|Greater Vancouver Regional District
01/01/20|000100110|Kensington Park|OZONE-8HR|PPB|36|8|Greater Vancouver Regional District
01/01/20|000100110|Kensington Park|PM2.5-24hr|UG/M3|0.6|24|Greater Vancouver Regional District
01/01/20|000100111|Rocky Point Park|PM2.5-24hr|UG/M3|4.4|24|Greater Vancouver Regional District
01/01/20|000100119|Burnaby South|OZONE-1HR|PPB|36|1|Greater Vancouver Regional District
01/01/20|000100119|Burnaby South|OZONE-8HR|PPB|35|8|Greater Vancouver Regional District
01/01/20|000100119|Burnaby South|PM2.5-24hr|UG/M3|1.3|24|Greater Vancouver Regional District
01/01/20|000100125|North Delta|OZONE-1HR|PPB|39|1|Greater Vancouver Regional District
01/01/20|000100125|North Delta|OZONE-8HR|PPB|37|8|Greater Vancouver Regional District
01/01/20|000100125|North Delta|PM2.5-24hr|UG/M3|2.7|24|Greater Vancouver Regional District
01/01/20|000100127|Surrey East|OZONE-1HR|PPB|42|1|Greater Vancouver Regional District
01/01/20|000100127|Surrey East|OZONE-8HR|PPB|37|8|Greater Vancouver Regional District
01/01/20|000100127|Surrey East|PM2.5-24hr|UG/M3|1.7|24|Greater Vancouver Regional District
01/01/20|000100128|Richmond South|OZONE-1HR|PPB|40|1|Greater Vancouver Regional District
01/01/20|000100128|Richmond South|OZONE-8HR|PPB|38|8|Greater Vancouver Regional District
01/01/20|000100128|Richmond South|PM2.5-24hr|UG/M3|3.3|24|Greater Vancouver Regional District
01/01/20|000100132|Mahon Park|OZONE-1HR|PPB|39|1|Greater Vancouver Regional District
01/01/20|000100132|Mahon Park|OZONE-8HR|PPB|36|8|Greater Vancouver Regional District
01/01/20|000100132|Mahon Park|PM2.5-24hr|UG/M3|3.3|24|Greater Vancouver Regional District
01/01/20|000100134|Vancouver Airport|OZONE-1HR|PPB|42|1|Greater Vancouver Regional District
01/01/20|000100134|Vancouver Airport|OZONE-8HR|PPB|39|8|Greater Vancouver Regional District
01/01/20|000100134|Vancouver Airport|PM2.5-24hr|UG/M3|1.9|24|Greater Vancouver Regional District
01/01/20|000100135|Coquitlam|OZONE-1HR|PPB|36|1|Greater Vancouver Regional District
01/01/20|000100135|Coquitlam|OZONE-8HR|PPB|34|8|Greater Vancouver Regional District
01/01/20|000100140|Tsawwassen|OZONE-1HR|PPB|42|1|Greater Vancouver Regional District
01/01/20|000100140|Tsawwassen|OZONE-8HR|PPB|39|8|Greater Vancouver Regional District
01/01/20|000100140|Tsawwassen|PM2.5-24hr|UG/M3|1.9|24|Greater Vancouver Regional District
01/01/20|000100202|PRG Plaza 400|OZONE-1HR|PPB|37|1|British Columbia Ministry of Environment
01/01/20|000100202|PRG Plaza 400|PM2.5-24hr|UG/M3|5.3|24|British Columbia Ministry of Environment
01/01/20|000100202|PRG Plaza 400|SO2-24HR|PPB|0|24|British Columbia Ministry of Environment
01/01/20|000100304|Victoria Topaz|OZONE-1HR|PPB|43|1|British Columbia Ministry of Environment
01/01/20|000100304|Victoria Topaz|OZONE-8HR|PPB|40|8|British Columbia Ministry of Environment
01/01/20|000100304|Victoria Topaz|PM2.5-24hr|UG/M3|3.3|24|British Columbia Ministry of Environment
01/01/20|000100308|Colwood City Hall|PM2.5-24hr|UG/M3|3.3|24|British Columbia Ministry of Environment
01/01/20|000100401|Kamloops Federal Bui|PM2.5-24hr|UG/M3|6.1|24|British Columbia Ministry of Environment
01/01/20|000100701|Kelowna College|OZONE-1HR|PPB|33|1|British Columbia Ministry of Environment
01/01/20|000100701|Kelowna College|OZONE-8HR|PPB|33|8|British Columbia Ministry of Environment
01/01/20|000100701|Kelowna College|PM2.5-24hr|UG/M3|5.5|24|British Columbia Ministry of Environment
01/01/20|000101003|Abbotsford|OZONE-1HR|PPB|39|1|Greater Vancouver Regional District
01/01/20|000101003|Abbotsford|OZONE-8HR|PPB|36|8|Greater Vancouver Regional District
01/01/20|000101003|Abbotsford|PM2.5-24hr|UG/M3|2.2|24|Greater Vancouver Regional District
01/01/20|000101005|Abbotsford Airport|CO-8hr|PPM|0.08|1|Greater Vancouver Regional District
01/01/20|000101005|Abbotsford Airport|OZONE-1HR|PPB|40|1|Greater Vancouver Regional District
01/01/20|000101005|Abbotsford Airport|OZONE-8HR|PPB|37|8|Greater Vancouver Regional District
01/01/20|000101005|Abbotsford Airport|PM10-24hr|UG/M3|4|24|Greater Vancouver Regional District
01/01/20|000101005|Abbotsford Airport|PM2.5-24hr|UG/M3|1.7|24|Greater Vancouver Regional District
01/01/20|000101005|Abbotsford Airport|SO2-24HR|PPB|0|24|Greater Vancouver Regional District
01/01/20|000101101|Chilliwack|OZONE-1HR|PPB|44|1|Greater Vancouver Regional District
01/01/20|000101101|Chilliwack|OZONE-8HR|PPB|40|8|Greater Vancouver Regional District
01/01/20|000101101|Chilliwack|PM2.5-24hr|UG/M3|0.7|24|Greater Vancouver Regional District
01/01/20|000101202|Pitt Meadows|OZONE-1HR|PPB|37|1|Greater Vancouver Regional District
01/01/20|000101202|Pitt Meadows|OZONE-8HR|PPB|35|8|Greater Vancouver Regional District
01/01/20|000101202|Pitt Meadows|PM2.5-24hr|UG/M3|2.3|24|Greater Vancouver Regional District
01/01/20|000101301|Langley|OZONE-1HR|PPB|40|1|Greater Vancouver Regional District
01/01/20|000101301|Langley|OZONE-8HR|PPB|38|8|Greater Vancouver Regional District
01/01/20|000101301|Langley|PM2.5-24hr|UG/M3|1.6|24|Greater Vancouver Regional District
01/01/20|000101401|Hope|OZONE-1HR|PPB|41|1|Greater Vancouver Regional District
01/01/20|000101401|Hope|PM2.5-24hr|UG/M3|1|24|Greater Vancouver Regional District
01/01/20|000101501|Maple Ridge|OZONE-1HR|PPB|38|1|Greater Vancouver Regional District
01/01/20|000101501|Maple Ridge|OZONE-8HR|PPB|36|8|Greater Vancouver Regional District
01/01/20|000101603|SQUAMISH ELEMENTARY|PM2.5-24hr|UG/M3|1.5|24|British Columbia Ministry of Environment
01/01/20|000101701|Quesnel Senior Secon|OZONE-1HR|PPB|39|1|British Columbia Ministry of Environment
01/01/20|000101701|Quesnel Senior Secon|OZONE-8HR|PPB|25|8|British Columbia Ministry of Environment
01/01/20|000101701|Quesnel Senior Secon|PM2.5-24hr|UG/M3|5.4|24|British Columbia Ministry of Environment
01/01/20|000101701|Quesnel Senior Secon|SO2-24HR|PPB|1|24|British Columbia Ministry of Environment
01/01/20|000102001|Saturna|OZONE-1HR|PPB|40|1|Canadian Air and Precipitation Monitoring Network
01/01/20|000102001|Saturna|OZONE-8HR|PPB|35|8|Canadian Air and Precipitation Monitoring Network
01/01/20|000102102|Nanaimo Labieux Road|OZONE-1HR|PPB|41|1|British Columbia Ministry of Environment
01/01/20|000102102|Nanaimo Labieux Road|OZONE-8HR|PPB|36|8|British Columbia Ministry of Environment
01/01/20|000102102|Nanaimo Labieux Road|PM2.5-24hr|UG/M3|1|24|British Columbia Ministry of Environment
01/01/20|000102303|Powell River James T|PM2.5-24hr|UG/M3|1.9|24|British Columbia Ministry of Environment
01/01/20|000102401|Smithers St Josephs|OZONE-1HR|PPB|34|1|British Columbia Ministry of Environment
01/01/20|000102401|Smithers St Josephs|OZONE-8HR|PPB|23|8|British Columbia Ministry of Environment
01/01/20|000102401|Smithers St Josephs|PM2.5-24hr|UG/M3|8.1|24|British Columbia Ministry of Environment
01/01/20|000102503|TERRACE SKEENA MIDDL|PM2.5-24hr|UG/M3|3.5|24|British Columbia Ministry of Environment
01/01/20|000102602|Port Alberni Element|PM2.5-24hr|UG/M3|6.5|24|British Columbia Ministry of Environment
01/01/20|000102701|Williams Lake Column|OZONE-1HR|PPB|39|1|British Columbia Ministry of Environment
01/01/20|000102701|Williams Lake Column|OZONE-8HR|PPB|34|8|British Columbia Ministry of Environment
01/01/20|000102701|Williams Lake Column|PM2.5-24hr|UG/M3|4.5|24|British Columbia Ministry of Environment
01/01/20|000103202|Golden Hospital|PM10-24hr|UG/M3|13|24|British Columbia Ministry of Environment
01/01/20|000103502|Castlegar Zinio Park|PM2.5-24hr|UG/M3|16.3|24|British Columbia Ministry of Environment
01/01/20|000103901|Kitimat Riverlodge|PM2.5-24hr|UG/M3|5.2|24|British Columbia Ministry of Environment
01/01/20|000103904|KITIMAT WHITESAIL|PM2.5-24hr|UG/M3|3.1|24|British Columbia Ministry of Environment
01/01/20|000103905|Kitimat Haisla Villa|PM2.5-24hr|UG/M3|5.2|24|British Columbia Ministry of Environment
01/01/20|000104003|Vernon Science Centr|OZONE-1HR|PPB|17|1|British Columbia Ministry of Environment
01/01/20|000104003|Vernon Science Centr|OZONE-8HR|PPB|26|8|British Columbia Ministry of Environment
01/01/20|000104003|Vernon Science Centr|PM2.5-24hr|UG/M3|13.4|24|British Columbia Ministry of Environment
01/01/20|000104804|Duncan 4804|PM2.5-24hr|UG/M3|1.7|24|British Columbia Ministry of Environment
01/01/20|000105001|Whistler Meadow Park|OZONE-1HR|PPB|39|1|British Columbia Ministry of Environment
01/01/20|000105001|Whistler Meadow Park|OZONE-8HR|PPB|36|8|British Columbia Ministry of Environment
01/01/20|000105001|Whistler Meadow Park|PM2.5-24hr|UG/M3|13.5|24|British Columbia Ministry of Environment
01/01/20|000105301|Langdale Elementary|SO2-24HR|PPB|1|24|British Columbia Ministry of Environment
01/01/20|000105504|FORT ST JOHN LEARNIN|PM2.5-24hr|UG/M3|5.4|24|British Columbia Ministry of Environment
01/01/20|000106701|Crofton Substation|PM2.5-24hr|UG/M3|2|24|British Columbia Ministry of Environment
01/01/20|000106900|Vanderhoof BAM|PM2.5-24hr|UG/M3|5.3|24|British Columbia Ministry of Environment
01/01/20|000107100|Courtenay Elementary|PM2.5-24hr|UG/M3|7.5|24|British Columbia Ministry of Environment
01/01/20|000129501|Snare Rapids|OZONE-1HR|PPB|31|1|Canadian Air and Precipitation Monitoring Network
01/01/20|000129501|Snare Rapids|OZONE-8HR|PPB|30|8|Canadian Air and Precipitation Monitoring Network
01/01/20|000129602|Wood Buffalo Park|OZONE-1HR|PPB|29|1|Canadian Air and Precipitation Monitoring Network
01/01/20|000129602|Wood Buffalo Park|OZONE-8HR|PPB|28|8|Canadian Air and Precipitation Monitoring Network
01/01/20|001101010|JPN Site 001101010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001101020|JPN Site 001101020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001101520|JPN Site 001101520|CO-8hr|PPM|0.2|1|Japan Ministry of Environment
01/01/20|001102010|JPN Site 001102010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001102020|JPN Site 001102020|CO-8hr|PPM|0.25|1|Japan Ministry of Environment
01/01/20|001102020|JPN Site 001102020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|001105010|JPN Site 001105010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001107020|JPN Site 001107020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001202100|JPN Site 001202100|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|001203100|JPN Site 001203100|SO2-24HR|PPB|3|24|Japan Ministry of Environment
01/01/20|001203520|JPN Site 001203520|CO-8hr|PPM|0.2|1|Japan Ministry of Environment
01/01/20|001204010|JPN Site 001204010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|001204011|JPN Site 001204011|CO-8hr|PPM|0.33|1|Japan Ministry of Environment
01/01/20|001205020|JPN Site 001205020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001205060|JPN Site 001205060|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|001205310|JPN Site 001205310|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001205320|JPN Site 001205320|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|001205540|JPN Site 001205540|CO-8hr|PPM|0.35|1|Japan Ministry of Environment
01/01/20|001206280|JPN Site 001206280|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001206290|JPN Site 001206290|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001213020|JPN Site 001213020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001213050|JPN Site 001213050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001213070|JPN Site 001213070|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|001213220|JPN Site 001213220|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001213510|JPN Site 001213510|CO-8hr|PPM|0.25|1|Japan Ministry of Environment
01/01/20|001224010|JPN Site 001224010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001224020|JPN Site 001224020|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|001224050|JPN Site 001224050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001224060|JPN Site 001224060|SO2-24HR|PPB|3|24|Japan Ministry of Environment
01/01/20|001226010|JPN Site 001226010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|001424010|JPN Site 001424010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001518950|JPN Site 001518950|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001578010|JPN Site 001578010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001579020|JPN Site 001579020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001579030|JPN Site 001579030|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001581010|JPN Site 001581010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|001581020|JPN Site 001581020|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|001582020|JPN Site 001582020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|001582030|JPN Site 001582030|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|002201070|JPN Site 002201070|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|002201520|JPN Site 002201520|CO-8hr|PPM|0.27|1|Japan Ministry of Environment
01/01/20|002202510|JPN Site 002202510|CO-8hr|PPM|0.02|1|Japan Ministry of Environment
01/01/20|002203050|JPN Site 002203050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|002203220|JPN Site 002203220|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|002203240|JPN Site 002203240|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|002203260|JPN Site 002203260|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|002203510|JPN Site 002203510|CO-8hr|PPM|0.32|1|Japan Ministry of Environment
01/01/20|002411010|JPN Site 002411010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|003201070|JPN Site 003201070|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|003201550|JPN Site 003201550|CO-8hr|PPM|0.2|1|Japan Ministry of Environment
01/01/20|003202050|JPN Site 003202050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|003204010|JPN Site 003204010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|003205010|JPN Site 003205010|SO2-24HR|PPB|-1|24|Japan Ministry of Environment
01/01/20|003207010|JPN Site 003207010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|003209010|JPN Site 003209010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|003211070|JPN Site 003211070|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|003305010|JPN Site 003305010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004101510|JPN Site 004101510|CO-8hr|PPM|0.2|1|Japan Ministry of Environment
01/01/20|004105530|JPN Site 004105530|CO-8hr|PPM|0.23|1|Japan Ministry of Environment
01/01/20|004201210|JPN Site 004201210|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004201230|JPN Site 004201230|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004201540|JPN Site 004201540|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004203010|JPN Site 004203010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004203510|JPN Site 004203510|CO-8hr|PPM|0.28|1|Japan Ministry of Environment
01/01/20|004204020|JPN Site 004204020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004205020|JPN Site 004205020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004323010|JPN Site 004323010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004341010|JPN Site 004341010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004362010|JPN Site 004362010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004501010|JPN Site 004501010|CO-8hr|PPM|0.11|1|Japan Ministry of Environment
01/01/20|004501010|JPN Site 004501010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|004AF1010001|Kabul|PM2.5-24hr|UG/M3|52.4|24|U.S. Department of State Afghanistan - Kabul
01/01/20|005201010|JPN Site 005201010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|005201030|JPN Site 005201030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|005201040|JPN Site 005201040|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|005201060|JPN Site 005201060|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|005201080|JPN Site 005201080|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|005201120|JPN Site 005201120|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|005201340|JPN Site 005201340|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|005201530|JPN Site 005201530|CO-8hr|PPM|0.4|1|Japan Ministry of Environment
01/01/20|005202020|JPN Site 005202020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|005202040|JPN Site 005202040|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|005203020|JPN Site 005203020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|005203520|JPN Site 005203520|CO-8hr|PPM|0.22|1|Japan Ministry of Environment
01/01/20|005204020|JPN Site 005204020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|006201510|JPN Site 006201510|CO-8hr|PPM|0.1|1|Japan Ministry of Environment
01/01/20|006202010|JPN Site 006202010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006203010|JPN Site 006203010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006204020|JPN Site 006204020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006204040|JPN Site 006204040|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006204050|JPN Site 006204050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006205010|JPN Site 006205010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006206010|JPN Site 006206010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006208010|JPN Site 006208010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006209010|JPN Site 006209010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|006422010|JPN Site 006422010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007201190|JPN Site 007201190|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007201200|JPN Site 007201200|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007202070|JPN Site 007202070|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007203130|JPN Site 007203130|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007203140|JPN Site 007203140|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007203520|JPN Site 007203520|CO-8hr|PPM|0.2|1|Japan Ministry of Environment
01/01/20|007204020|JPN Site 007204020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|007204030|JPN Site 007204030|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007204070|JPN Site 007204070|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007204090|JPN Site 007204090|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007204110|JPN Site 007204110|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|007204160|JPN Site 007204160|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|007204170|JPN Site 007204170|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007204210|JPN Site 007204210|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|007204510|JPN Site 007204510|CO-8hr|PPM|0.22|1|Japan Ministry of Environment
01/01/20|007204720|JPN Site 007204720|SO2-24HR|PPB|0|24|Japan Ministry of Environment
